Unique ID,Date Time,Venue,Postal Code,Game Type,Total buy in,Prize Pool,Rake,Prize Pool Ratio,Additional Info
4955,1/21/2023 6:00:00 pm,Buzz Inn Casino & Steakhouse,98802,NLH,40,35,5,0.875,NLH
4956,1/21/2023 6:00:00 pm,Wild Goose Casino,98926,NLH,50,45,5,0.9,Deep Stack NLH
4957,1/22/2023 1:00:00 pm,Wildhorse Casino,97801,NLH,35,30,5,0.8571428571428571,NLH - $100 Added
4958,1/22/2023 3:00:00 pm,Jokers Casino,93422,NLH,70,55,15,0.7857142857142857,NLH
4959,1/22/2023 3:30:00 pm,Wild Goose Casino,98926,NLH,50,45,5,0.9,WSOP Satellite Qualifier
4960,1/23/2023 1:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
4961,1/23/2023 6:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
4962,1/23/2023 6:00:00 pm,Buzz Inn Casino & Steakhouse,98802,NLH,0,0,0,1.1,Freeroll
4963,1/24/2023 1:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
4964,1/24/2023 7:00:00 pm,Ontario Poker Room & Social Club,97914,NLH,20,10,10,0.5,NLH
4965,1/24/2023 6:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
4966,1/25/2023 6:00:00 pm,Buzz Inn Casino & Steakhouse,98802,NLH,40,35,5,0.875,NLH
4967,1/26/2023 6:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
4968,1/26/2023 6:30:00 pm,Wildhorse Casino,97801,NLH,55,50,5,0.9090909090909092,NLH - $200 Added
4969,1/27/2023 7:00:00 pm,Ontario Poker Room & Social Club,97914,NLH,25,15,10,0.6,Freaky Friday NLH w/Rebuys
4970,1/27/2023 6:30:00 pm,Wildhorse Casino,97801,NLH,80,70,10,0.875,NLH - $300 Added
4971,1/28/2023 1:00:00 pm,Wildhorse Casino,97801,NLH,115,100,15,0.8695652173913043,NLH - $500 Added
4972,1/28/2023 4:00:00 pm,Wild Goose Casino,98926,NLH,100,90,10,0.9,Last Saturday Golden Goose Tournament
4973,1/28/2023 6:00:00 pm,Buzz Inn Casino & Steakhouse,98802,NLH,40,35,5,0.875,NLH
4974,1/29/2023 1:00:00 pm,Wildhorse Casino,97801,NLH,35,30,5,0.8571428571428571,NLH - $100 Added
4975,1/29/2023 3:00:00 pm,Jokers Casino,93422,NLH,70,55,15,0.7857142857142857,NLH
4976,1/29/2023 3:30:00 pm,Wild Goose Casino,98926,NLH,50,45,5,0.9,WSOP Satellite Qualifier
4977,1/30/2023 1:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
4978,1/30/2023 6:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
4979,1/30/2023 6:00:00 pm,Buzz Inn Casino & Steakhouse,98802,NLH,0,0,0,1.1,Freeroll
4980,1/31/2023 1:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
4981,1/31/2023 7:00:00 pm,Ontario Poker Room & Social Club,97914,NLH,20,10,10,0.5,NLH
4982,1/31/2023 6:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
4983,2/01/2023 6:00:00 pm,Buzz Inn Casino & Steakhouse,98802,NLH,40,35,5,0.875,NLH
4984,2/02/2023 6:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
4985,2/02/2023 6:30:00 pm,Wildhorse Casino,97801,NLH,55,50,5,0.9090909090909092,NLH - $200 Added
4986,2/03/2023 7:00:00 pm,Ontario Poker Room & Social Club,97914,NLH,25,15,10,0.6,Freaky Friday NLH w/Rebuys
4987,2/03/2023 6:30:00 pm,Wildhorse Casino,97801,NLH,80,70,10,0.875,NLH - $300 Added
4988,2/04/2023 1:00:00 pm,Wildhorse Casino,97801,NLH,115,100,15,0.8695652173913043,NLH - $500 Added
4989,2/04/2023 6:00:00 pm,Buzz Inn Casino & Steakhouse,98802,NLH,40,35,5,0.875,NLH
4990,2/04/2023 6:00:00 pm,Wild Goose Casino,98926,NLH,50,45,5,0.9,Deep Stack NLH
4991,2/05/2023 1:00:00 pm,Wildhorse Casino,97801,NLH,35,30,5,0.8571428571428571,NLH - $100 Added
4992,2/05/2023 3:30:00 pm,Wild Goose Casino,98926,NLH,50,45,5,0.9,WSOP Satellite Qualifier
4993,2/06/2023 1:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
4994,2/06/2023 6:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
4995,2/06/2023 6:00:00 pm,Buzz Inn Casino & Steakhouse,98802,NLH,0,0,0,1.1,Freeroll
4996,2/07/2023 1:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
4997,2/07/2023 7:00:00 pm,Ontario Poker Room & Social Club,97914,NLH,20,10,10,0.5,NLH
4998,2/07/2023 6:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
4999,2/08/2023 6:00:00 pm,Buzz Inn Casino & Steakhouse,98802,NLH,40,35,5,0.875,NLH
5000,2/09/2023 6:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
5001,2/09/2023 6:30:00 pm,Wildhorse Casino,97801,NLH,55,50,5,0.9090909090909092,NLH - $200 Added
5002,2/10/2023 7:00:00 pm,Ontario Poker Room & Social Club,97914,NLH,25,15,10,0.6,Freaky Friday NLH w/Rebuys
5003,2/10/2023 6:30:00 pm,Wildhorse Casino,97801,NLH,80,70,10,0.875,NLH - $300 Added
5004,2/11/2023 1:00:00 pm,Wildhorse Casino,97801,NLH,115,100,15,0.8695652173913043,NLH - $500 Added
5005,2/11/2023 6:00:00 pm,Buzz Inn Casino & Steakhouse,98802,NLH,40,35,5,0.875,NLH
5006,2/11/2023 6:00:00 pm,Wild Goose Casino,98926,NLH,50,45,5,0.9,Deep Stack NLH
5007,2/12/2023 1:00:00 pm,Wildhorse Casino,97801,NLH,35,30,5,0.8571428571428571,NLH - $100 Added
5008,2/12/2023 3:00:00 pm,Jokers Casino,93422,NLH,70,55,15,0.7857142857142857,NLH
5009,2/12/2023 3:30:00 pm,Wild Goose Casino,98926,NLH,50,45,5,0.9,WSOP Satellite Qualifier
5010,2/13/2023 1:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
5011,2/13/2023 6:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
5012,2/13/2023 6:00:00 pm,Buzz Inn Casino & Steakhouse,98802,NLH,0,0,0,1.1,Freeroll
5013,2/14/2023 1:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
5014,2/14/2023 7:00:00 pm,Ontario Poker Room & Social Club,97914,NLH,20,10,10,0.5,NLH
5015,2/14/2023 6:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
5016,2/15/2023 6:00:00 pm,Buzz Inn Casino & Steakhouse,98802,NLH,40,35,5,0.875,NLH
5017,2/16/2023 6:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
5018,2/16/2023 6:30:00 pm,Wildhorse Casino,97801,NLH,55,50,5,0.9090909090909092,NLH - $200 Added
5019,2/17/2023 7:00:00 pm,Ontario Poker Room & Social Club,97914,NLH,25,15,10,0.6,Freaky Friday NLH w/Rebuys
5020,2/17/2023 6:30:00 pm,Wildhorse Casino,97801,NLH,80,70,10,0.875,NLH - $300 Added
5021,2/18/2023 1:00:00 pm,Wildhorse Casino,97801,NLH,115,100,15,0.8695652173913043,NLH - $500 Added
5022,2/18/2023 6:00:00 pm,Buzz Inn Casino & Steakhouse,98802,NLH,40,35,5,0.875,NLH
5023,2/18/2023 6:00:00 pm,Wild Goose Casino,98926,NLH,50,45,5,0.9,Deep Stack NLH
5024,2/19/2023 1:00:00 pm,Wildhorse Casino,97801,NLH,35,30,5,0.8571428571428571,NLH - $100 Added
5025,2/19/2023 3:00:00 pm,Jokers Casino,93422,NLH,70,55,15,0.7857142857142857,NLH
5026,2/19/2023 3:30:00 pm,Wild Goose Casino,98926,NLH,50,45,5,0.9,WSOP Satellite Qualifier
5027,2/20/2023 6:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
5028,2/20/2023 6:00:00 pm,Buzz Inn Casino & Steakhouse,98802,NLH,0,0,0,1.1,Freeroll
5029,2/21/2023 7:00:00 pm,Ontario Poker Room & Social Club,97914,NLH,20,10,10,0.5,NLH
5030,2/21/2023 6:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
5031,2/22/2023 6:00:00 pm,Buzz Inn Casino & Steakhouse,98802,NLH,40,35,5,0.875,NLH
5032,2/23/2023 6:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
5033,2/23/2023 6:30:00 pm,Wildhorse Casino,97801,NLH,55,50,5,0.9090909090909092,NLH - $200 Added
5034,2/24/2023 7:00:00 pm,Ontario Poker Room & Social Club,97914,NLH,25,15,10,0.6,Freaky Friday NLH w/Rebuys
5035,2/24/2023 6:30:00 pm,Wildhorse Casino,97801,NLH,80,70,10,0.875,NLH - $300 Added
5036,2/25/2023 1:00:00 pm,Wildhorse Casino,97801,NLH,115,100,15,0.8695652173913043,NLH - $500 Added
5037,2/25/2023 4:00:00 pm,Wild Goose Casino,98926,NLH,100,90,10,0.9,Last Saturday Golden Goose Tournament
5038,2/25/2023 6:00:00 pm,Buzz Inn Casino & Steakhouse,98802,NLH,40,35,5,0.875,NLH
5039,2/26/2023 1:00:00 pm,Wildhorse Casino,97801,NLH,35,30,5,0.8571428571428571,NLH - $100 Added
5040,2/26/2023 3:00:00 pm,Jokers Casino,93422,NLH,70,55,15,0.7857142857142857,NLH
5041,2/26/2023 3:30:00 pm,Wild Goose Casino,98926,NLH,50,45,5,0.9,WSOP Satellite Qualifier
5042,2/27/2023 1:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
5043,2/27/2023 6:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
5044,2/27/2023 6:00:00 pm,Buzz Inn Casino & Steakhouse,98802,NLH,0,0,0,1.1,Freeroll
5045,2/28/2023 1:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
5046,2/28/2023 7:00:00 pm,Ontario Poker Room & Social Club,97914,NLH,20,10,10,0.5,NLH
5047,2/28/2023 6:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
5048,3/01/2023 6:00:00 pm,Buzz Inn Casino & Steakhouse,98802,NLH,40,35,5,0.875,NLH
5049,3/02/2023 6:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
5050,3/02/2023 6:30:00 pm,Wildhorse Casino,97801,NLH,55,50,5,0.9090909090909092,NLH - $200 Added
5051,3/03/2023 7:00:00 pm,Ontario Poker Room & Social Club,97914,NLH,25,15,10,0.6,Freaky Friday NLH w/Rebuys
5052,3/03/2023 6:30:00 pm,Wildhorse Casino,97801,NLH,80,70,10,0.875,NLH - $300 Added
5053,3/04/2023 1:00:00 pm,Wildhorse Casino,97801,NLH,115,100,15,0.8695652173913043,NLH - $500 Added
5054,3/04/2023 6:00:00 pm,Buzz Inn Casino & Steakhouse,98802,NLH,40,35,5,0.875,NLH
5055,3/04/2023 6:00:00 pm,Wild Goose Casino,98926,NLH,50,45,5,0.9,Deep Stack NLH
5056,3/05/2023 1:00:00 pm,Wildhorse Casino,97801,NLH,35,30,5,0.8571428571428571,NLH - $100 Added
5057,3/05/2023 3:30:00 pm,Wild Goose Casino,98926,NLH,50,45,5,0.9,WSOP Satellite Qualifier
5058,3/06/2023 1:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
5059,3/06/2023 6:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
5060,3/06/2023 6:00:00 pm,Buzz Inn Casino & Steakhouse,98802,NLH,0,0,0,1.1,Freeroll
5061,3/07/2023 1:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
5062,3/07/2023 7:00:00 pm,Ontario Poker Room & Social Club,97914,NLH,20,10,10,0.5,NLH
5063,3/07/2023 6:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
5064,3/08/2023 6:00:00 pm,Buzz Inn Casino & Steakhouse,98802,NLH,40,35,5,0.875,NLH
5065,3/09/2023 6:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
5066,3/09/2023 6:30:00 pm,Wildhorse Casino,97801,NLH,55,50,5,0.9090909090909092,NLH - $200 Added
5067,3/10/2023 7:00:00 pm,Ontario Poker Room & Social Club,97914,NLH,25,15,10,0.6,Freaky Friday NLH w/Rebuys
5068,3/10/2023 6:30:00 pm,Wildhorse Casino,97801,NLH,80,70,10,0.875,NLH - $300 Added
5069,3/11/2023 1:00:00 pm,Wildhorse Casino,97801,NLH,115,100,15,0.8695652173913043,NLH - $500 Added
5070,3/11/2023 6:00:00 pm,Wild Goose Casino,98926,NLH,50,45,5,0.9,Deep Stack NLH
5071,3/11/2023 6:00:00 pm,Buzz Inn Casino & Steakhouse,98802,NLH,40,35,5,0.875,NLH
5072,3/12/2023 1:00:00 pm,Wildhorse Casino,97801,NLH,35,30,5,0.8571428571428571,NLH - $100 Added
5073,3/12/2023 3:00:00 pm,Jokers Casino,93422,NLH,70,55,15,0.7857142857142857,NLH
5074,3/12/2023 3:30:00 pm,Wild Goose Casino,98926,NLH,50,45,5,0.9,WSOP Satellite Qualifier
5075,3/13/2023 1:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
5076,3/13/2023 6:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
5077,3/13/2023 6:00:00 pm,Buzz Inn Casino & Steakhouse,98802,NLH,0,0,0,1.1,Freeroll
5078,3/14/2023 1:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
5079,3/14/2023 7:00:00 pm,Ontario Poker Room & Social Club,97914,NLH,20,10,10,0.5,NLH
5080,3/14/2023 6:00:00 pm,Clearwater Saloon & Casino,98802,NLH,0,0,0,1.1,Freeroll
5081,3/15/2023 6:00:00 pm,Buzz Inn Casino & Steakhouse,98802,NLH,40,35,5,0.875,NLH
5082,1/15/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5083,1/15/2023 12:00:00 pm,Medford Social Club Poker Room,97501,NLH,120,100,20,0.8333333333333334,NLH
5084,1/15/2023 12:00:00 pm,The Last Frontier Casino,98629,NLH,110,90,20,0.8181818181818182,NLH
5085,1/15/2023 1:00:00 pm,The Diamond Poker Club,97321,NLH,110,100,10,0.9090909090909092,Big Stack Freeze Out
5086,1/15/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5087,1/16/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5088,1/16/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5089,1/16/2023 7:00:00 pm,Full House Poker,97401,NLH,30,29,1,0.9666666666666668,Mulligan Tournament
5090,1/17/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5091,1/17/2023 11:00:00 am,The Diamond Poker Club,97321,FLO8,60,50,10,0.8333333333333334,Limit Omaha 8 or Better
5092,1/17/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5093,1/18/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5094,1/18/2023 6:30:00 pm,The Diamond Poker Club,97321,NLH,50,40,10,0.8,NLH w/1 Rebuy
5095,1/18/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5096,1/19/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5097,1/19/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5098,1/20/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5099,1/20/2023 6:30:00 pm,The Diamond Poker Club,97321,NLH,80,70,10,0.875,Bounty
5100,1/21/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5101,1/21/2023 12:00:00 pm,The Last Frontier Casino,98629,NLH,110,90,20,0.8181818181818182,NLH
5102,1/21/2023 6:30:00 pm,The Diamond Poker Club,97321,NLH,70,60,10,0.8571428571428571,Resurrection Chip NLH
5103,1/22/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5104,1/22/2023 12:00:00 pm,Medford Social Club Poker Room,97501,NLH,120,100,20,0.8333333333333334,NLH
5105,1/22/2023 12:00:00 pm,The Last Frontier Casino,98629,NLH,110,90,20,0.8181818181818182,NLH
5106,1/22/2023 1:00:00 pm,The Diamond Poker Club,97321,NLH,110,100,10,0.9090909090909092,Big Stack Freeze Out
5107,1/22/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5108,1/23/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5109,1/23/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5110,1/24/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5111,1/24/2023 11:00:00 am,The Diamond Poker Club,97321,FLO8,60,50,10,0.8333333333333334,Limit Omaha 8 or Better
5112,1/24/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5113,1/25/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5114,1/25/2023 6:30:00 pm,The Diamond Poker Club,97321,NLH,50,40,10,0.8,NLH w/1 Rebuy
5115,1/25/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5116,1/26/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5117,1/26/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5118,1/27/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5119,1/27/2023 6:30:00 pm,The Diamond Poker Club,97321,NLH,80,70,10,0.875,Bounty
5120,1/28/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5121,1/28/2023 12:00:00 pm,The Last Frontier Casino,98629,NLH,110,90,20,0.8181818181818182,NLH
5122,1/28/2023 6:30:00 pm,The Diamond Poker Club,97321,NLH,70,60,10,0.8571428571428571,Resurrection Chip NLH
5123,1/29/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5124,1/29/2023 12:00:00 pm,Medford Social Club Poker Room,97501,NLH,230,200,30,0.8695652173913043,Last Sunday of the Month NLH
5125,1/29/2023 12:00:00 pm,The Last Frontier Casino,98629,NLH,235,200,35,0.851063829787234,NLH
5126,1/29/2023 1:00:00 pm,The Diamond Poker Club,97321,NLH,110,100,10,0.9090909090909092,Big Stack Freeze Out
5127,1/29/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5128,1/30/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5129,1/30/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5130,1/30/2023 7:00:00 pm,Full House Poker,97401,NLH,30,29,1,0.9666666666666668,Mulligan Tournament
5131,1/31/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5132,1/31/2023 11:00:00 am,The Diamond Poker Club,97321,FLO8,60,50,10,0.8333333333333334,Limit Omaha 8 or Better
5133,1/31/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5134,2/01/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5135,2/01/2023 6:30:00 pm,The Diamond Poker Club,97321,NLH,50,40,10,0.8,NLH w/1 Rebuy
5136,2/01/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5137,2/02/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5138,2/02/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5139,2/03/2023 6:30:00 pm,The Diamond Poker Club,97321,NLH,80,70,10,0.875,Bounty
5140,2/04/2023 12:00:00 pm,Grants Pass Poker Room,97526,NLH,120,100,20,0.8333333333333334,NLH
5141,2/04/2023 12:00:00 pm,The Last Frontier Casino,98629,NLH,110,90,20,0.8181818181818182,NLH
5142,2/04/2023 6:30:00 pm,The Diamond Poker Club,97321,NLH,70,60,10,0.8571428571428571,Resurrection Chip NLH
5143,2/05/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5144,2/05/2023 12:00:00 pm,Medford Social Club Poker Room,97501,NLH,120,100,20,0.8333333333333334,NLH
5145,2/05/2023 12:00:00 pm,The Last Frontier Casino,98629,NLH,110,90,20,0.8181818181818182,NLH
5146,2/05/2023 1:00:00 pm,The Diamond Poker Club,97321,NLH,110,100,10,0.9090909090909092,Big Stack Freeze Out
5147,2/05/2023 2:00:00 pm,Beach Poker Club,97402,NLH,135,135,ncludes dealer bonus,1.0,Big Stack
5148,2/05/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5149,2/06/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5150,2/06/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5151,2/07/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5152,2/07/2023 11:00:00 am,The Diamond Poker Club,97321,FLO8,60,50,10,0.8333333333333334,Limit Omaha 8 or Better
5153,2/07/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5154,2/08/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5155,2/08/2023 6:30:00 pm,The Diamond Poker Club,97321,NLH,50,40,10,0.8,NLH w/1 Rebuy
5156,2/08/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5157,2/09/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5158,2/09/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5159,2/10/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5160,2/10/2023 6:30:00 pm,The Diamond Poker Club,97321,NLH,80,70,10,0.875,Bounty
5161,2/11/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5162,2/11/2023 12:00:00 pm,The Last Frontier Casino,98629,NLH,110,90,20,0.8181818181818182,NLH
5163,2/11/2023 6:30:00 pm,The Diamond Poker Club,97321,NLH,70,60,10,0.8571428571428571,Resurrection Chip NLH
5164,2/12/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5165,2/12/2023 12:00:00 pm,Medford Social Club Poker Room,97501,NLH,120,100,20,0.8333333333333334,NLH
5166,2/12/2023 12:00:00 pm,The Last Frontier Casino,98629,NLH,110,90,20,0.8181818181818182,NLH
5167,2/12/2023 1:00:00 pm,The Diamond Poker Club,97321,NLH,110,100,10,0.9090909090909092,Big Stack Freeze Out
5168,2/12/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5169,2/13/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5170,2/13/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5171,2/14/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5172,2/14/2023 11:00:00 am,The Diamond Poker Club,97321,FLO8,60,50,10,0.8333333333333334,Limit Omaha 8 or Better
5173,2/14/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5174,2/15/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5175,2/15/2023 6:30:00 pm,The Diamond Poker Club,97321,NLH,50,40,10,0.8,NLH w/1 Rebuy
5176,2/15/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5177,2/16/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5178,2/16/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5179,2/17/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5180,2/17/2023 6:30:00 pm,The Diamond Poker Club,97321,NLH,80,70,10,0.875,Bounty
5181,2/18/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5182,2/18/2023 12:00:00 pm,The Last Frontier Casino,98629,NLH,110,90,20,0.8181818181818182,NLH
5183,2/18/2023 6:30:00 pm,The Diamond Poker Club,97321,NLH,70,60,10,0.8571428571428571,Resurrection Chip NLH
5184,2/19/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5185,2/19/2023 12:00:00 pm,Medford Social Club Poker Room,97501,NLH,120,100,20,0.8333333333333334,NLH
5186,2/19/2023 12:00:00 pm,The Last Frontier Casino,98629,NLH,110,90,20,0.8181818181818182,NLH
5187,2/19/2023 1:00:00 pm,The Diamond Poker Club,97321,NLH,110,100,10,0.9090909090909092,Big Stack Freeze Out
5188,2/19/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5189,2/20/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5190,2/20/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5191,2/21/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5192,2/21/2023 11:00:00 am,The Diamond Poker Club,97321,FLO8,60,50,10,0.8333333333333334,Limit Omaha 8 or Better
5193,2/21/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5194,2/22/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5195,2/22/2023 6:30:00 pm,The Diamond Poker Club,97321,NLH,50,40,10,0.8,NLH w/1 Rebuy
5196,2/22/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5197,2/23/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
5198,2/23/2023 7:00:00 pm,Portland Meadows,97218,NLH,60,40,20,0.6666666666666666,Freezeout
5199,2/24/2023 9:00:00 am,The Last Frontier Casino,98629,NLH,60,45,15,0.75,NLH
